Roll,Pitch,Label
51.53,7.69,slouch
51.59,7.68,slouch
51.58,7.71,slouch
51.51,7.76,slouch
51.50,7.79,slouch
51.51,7.81,slouch
51.53,7.82,slouch
51.53,7.83,slouch
51.51,7.86,slouch
51.51,7.91,slouch
51.55,7.95,slouch
51.54,7.94,slouch
51.50,8.00,slouch
51.45,7.98,slouch
51.41,7.97,slouch
51.40,7.98,slouch
51.42,7.95,slouch
51.48,7.93,slouch
51.49,7.91,slouch
51.49,7.90,slouch
51.48,7.90,slouch
51.52,7.92,slouch
51.48,7.88,slouch
51.50,7.87,slouch
51.52,7.86,slouch
51.53,7.84,slouch
51.49,7.82,slouch
51.44,7.82,slouch
51.42,7.79,slouch
51.48,7.78,slouch
51.47,7.75,slouch
51.43,7.77,slouch
51.53,7.75,slouch
51.55,7.75,slouch
51.52,7.76,slouch
51.51,7.82,slouch
51.50,7.84,slouch
51.49,7.84,slouch
51.42,7.84,slouch
51.45,7.83,slouch
51.42,7.86,slouch
51.39,7.93,slouch
51.36,7.96,slouch
51.30,7.93,slouch
51.36,7.87,slouch
51.35,7.89,slouch
51.32,7.92,slouch
51.27,7.95,slouch
51.25,7.90,slouch
51.34,7.89,slouch
51.39,7.82,slouch
51.36,7.82,slouch
51.36,7.79,slouch
51.38,7.82,slouch
51.40,7.82,slouch
51.42,7.85,slouch
51.46,7.88,slouch
51.51,7.93,slouch
51.51,7.97,slouch
51.51,7.99,slouch
51.58,8.01,slouch
51.55,8.03,slouch
51.45,8.08,slouch
51.43,8.11,slouch
51.42,8.15,slouch
51.39,8.19,slouch
51.31,8.19,slouch
51.32,8.20,slouch
51.30,8.21,slouch
51.32,8.20,slouch
51.28,8.16,slouch
51.29,8.13,slouch
51.30,8.12,slouch
51.26,8.12,slouch
51.31,8.11,slouch
51.29,8.16,slouch
