Roll,Pitch,Label
76.37,4.73,upright
76.37,4.68,upright
76.26,4.62,upright
76.24,4.57,upright
76.20,4.56,upright
76.18,4.55,upright
76.19,4.56,upright
76.15,4.55,upright
76.23,4.54,upright
76.30,4.60,upright
76.30,4.64,upright
76.26,4.70,upright
76.21,4.77,upright
76.13,4.80,upright
76.02,4.74,upright
75.94,4.81,upright
75.86,4.88,upright
75.84,4.93,upright
75.82,4.96,upright
75.78,5.00,upright
75.75,5.03,upright
75.80,4.92,upright
75.69,5.00,upright
75.69,4.99,upright
75.67,5.06,upright
75.60,5.10,upright
75.57,5.15,upright
75.63,5.16,upright
75.68,5.24,upright
75.76,5.33,upright
75.85,5.38,upright
75.84,5.41,upright
75.85,5.45,upright
75.87,5.47,upright
75.83,5.52,upright
75.83,5.48,upright
75.87,5.46,upright
75.91,5.48,upright
75.88,5.49,upright
75.88,5.52,upright
75.82,5.54,upright
75.79,5.58,upright
75.74,5.64,upright
75.79,5.64,upright
75.71,5.69,upright
75.74,5.64,upright
75.88,5.49,upright
75.85,5.44,upright
75.81,5.38,upright
75.86,5.32,upright
75.76,5.33,upright
75.80,5.27,upright
75.74,5.28,upright
75.71,5.33,upright
75.76,5.36,upright
75.84,5.33,upright
75.91,5.33,upright
75.95,5.30,upright
